date,hog_price_kg,hog_price_date,hog_cost,hog_cost_date,hog_core,hog_core_date,hog_supply,hog_supply_date,hog_futures_spot,hog_futures_close,hog_futures_basis,hog_futures_basis_rate,corn_price_kg,soybean_price_kg,feed_price_kg
2026-05-17,9.4,2026-05-17,2381.0,2026-05-17,9.62,2026-05-17,14.82,2026-05-09,,,,,2.24,3.3,2.8
