date,symbol,spot_price,near_contract,near_contract_price,dominant_contract,dominant_contract_price,near_month,dominant_month,near_basis,dom_basis,near_basis_rate,dom_basis_rate
20220720,C,2804.29,c2209,2620.0,c2209,2620.0,2209,2209,-184.29,-184.29,-0.0657171690517028,-0.0657171690517028
20220721,C,2801.43,c2209,2618.0,c2209,2618.0,2209,2209,-183.42999999999984,-183.42999999999984,-0.0654772741064384,-0.0654772741064384
20220722,C,2792.86,c2209,2564.0,c2209,2564.0,2209,2209,-228.86000000000013,-228.86000000000013,-0.0819446732023804,-0.0819446732023804
20220725,C,2788.57,c2209,2599.0,c2209,2599.0,2209,2209,-189.57000000000016,-189.57000000000016,-0.0679810799083401,-0.0679810799083401
20220726,C,2782.86,c2209,2625.0,c2209,2625.0,2209,2209,-157.86000000000013,-157.86000000000013,-0.0567258144498825,-0.0567258144498825
20220727,C,2782.86,c2209,2647.0,c2209,2647.0,2209,2209,-135.86000000000013,-135.86000000000013,-0.0488202784186053,-0.0488202784186053
20220728,C,2781.43,c2209,2672.0,c2209,2672.0,2209,2209,-109.42999999999984,-109.42999999999984,-0.0393430717292903,-0.0393430717292903
20220729,C,2781.43,c2209,2670.0,c2209,2670.0,2209,2209,-111.42999999999984,-111.42999999999984,-0.0400621263163192,-0.0400621263163192
20220801,C,2772.86,c2209,2667.0,c2209,2667.0,2209,2209,-105.86000000000011,-105.86000000000011,-0.0381771888952201,-0.0381771888952201
20220802,C,2770.0,c2209,2684.0,c2209,2684.0,2209,2209,-86.0,-86.0,-0.0310469314079422,-0.0310469314079422
20220803,C,2771.43,c2209,2685.0,c2209,2685.0,2209,2209,-86.42999999999984,-86.42999999999984,-0.0311860663989348,-0.0311860663989348
20220804,C,2772.86,c2209,2658.0,c2209,2658.0,2209,2209,-114.86000000000011,-114.86000000000011,-0.041422935164415,-0.041422935164415
20220805,C,2772.86,c2209,2688.0,c2209,2688.0,2209,2209,-84.86000000000013,-84.86000000000013,-0.0306037809337651,-0.0306037809337651
20220808,C,2768.57,c2209,2685.0,c2301,2729.0,2209,2301,-83.57000000000016,-39.57000000000016,-0.0301852580935284,-0.0142925770343534
20220809,C,2770.0,c2209,2705.0,c2301,2729.0,2209,2301,-65.0,-41.0,-0.0234657039711191,-0.0148014440433212
20220810,C,2775.71,c2209,2722.0,c2301,2740.0,2209,2301,-53.71000000000004,-35.71000000000004,-0.019350004143084,-0.0128651768376379
20220811,C,2770.0,c2209,2707.0,c2301,2725.0,2209,2301,-63.0,-45.0,-0.0227436823104693,-0.0162454873646209
20220812,C,2771.43,c2209,2739.0,c2301,2757.0,2209,2301,-32.42999999999984,-14.429999999999836,-0.0117015403600306,-0.0052066983470626
20220815,C,2767.14,c2209,2695.0,c2301,2718.0,2209,2301,-72.13999999999987,-49.13999999999987,-0.0260702385856876,-0.0177584075977362
20220816,C,2764.29,c2209,2711.0,c2301,2755.0,2209,2301,-53.28999999999997,-9.289999999999964,-0.0192780062873287,-0.0033607183037959
20220817,C,2760.0,c2209,2691.0,c2301,2725.0,2209,2301,-69.0,-35.0,-0.025,-0.0126811594202898
20220818,C,2760.0,c2209,2654.0,c2301,2687.0,2209,2301,-106.0,-73.0,-0.0384057971014493,-0.0264492753623188
20220819,C,2760.0,c2209,2658.0,c2301,2686.0,2209,2301,-102.0,-74.0,-0.0369565217391304,-0.0268115942028985
20220822,C,2758.57,c2209,2666.0,c2301,2688.0,2209,2301,-92.57000000000016,-70.57000000000016,-0.0335572416143147,-0.0255820950709969
20220823,C,2758.57,c2209,2694.0,c2301,2737.0,2209,2301,-64.57000000000016,-21.570000000000164,-0.0234070551046375,-0.007819268679062
20220824,C,2758.57,c2209,2723.0,c2301,2755.0,2209,2301,-35.570000000000164,-3.570000000000164,-0.0128943619339005,-0.0012941487799839
20220825,C,2760.0,c2209,2720.0,c2301,2726.0,2209,2301,-40.0,-34.0,-0.0144927536231883,-0.0123188405797101
20220826,C,2762.86,c2209,2751.0,c2301,2759.0,2209,2301,-11.860000000000127,-3.8600000000001273,-0.0042926532650948,-0.0013971030019618
20220829,C,2762.86,c2209,2743.0,c2301,2806.0,2209,2301,-19.860000000000127,43.13999999999987,-0.007188203528228,0.0156142547939452
20220830,C,2765.71,c2209,2728.0,c2301,2792.0,2209,2301,-37.71000000000004,26.289999999999964,-0.013634835177947,0.0095056965480835
20220831,C,2767.14,c2209,2751.0,c2301,2797.0,2209,2301,-16.139999999999873,29.860000000000127,-0.0058327370498059,0.0107909249260971
20220901,C,2768.57,c2209,2750.0,c2301,2799.0,2209,2301,-18.570000000000164,30.42999999999984,-0.0067074338015654,0.0109912337416067
20220902,C,2772.86,c2209,2717.0,c2301,2790.0,2209,2301,-55.86000000000013,17.139999999999873,-0.0201452651774702,0.0061813434504445
20220905,C,2774.29,c2209,2739.0,c2301,2801.0,2209,2301,-35.289999999999964,26.71000000000004,-0.0127203716987048,0.0096276885257129
20220906,C,2775.71,c2209,2755.0,c2301,2827.0,2209,2301,-20.71000000000004,51.28999999999997,-0.0074611540830994,0.0184781551386852
20220907,C,2775.71,c2209,2735.0,c2301,2797.0,2209,2301,-40.71000000000004,21.289999999999964,-0.0146665177558173,0.0076701096296083
20220908,C,2775.71,c2209,2726.0,c2301,2805.0,2209,2301,-49.71000000000004,29.289999999999964,-0.0179089314085405,0.0105522550986953
20220909,C,2781.43,c2209,2759.0,c2301,2817.0,2209,2301,-22.42999999999984,35.570000000000164,-0.0080641971935299,0.0127883858303103
20220913,C,2781.43,c2209,2779.0,c2301,2839.0,2209,2301,-2.4299999999998363,57.57000000000016,-0.0008736513232401,0.020697986287629
20220914,C,2791.43,c2209,2775.0,c2301,2839.0,2209,2301,-16.429999999999836,47.57000000000016,-0.0058858721157255,0.0170414447075513
20220915,C,2791.43,c2209,2733.0,c2301,2831.0,2209,2301,-58.42999999999984,39.57000000000016,-0.020931923781001,0.0141755301046417
20220916,C,2791.43,c2211,2813.0,c2301,2835.0,2211,2301,21.570000000000164,43.57000000000016,0.007727222248095,0.0156084874060966
20220919,C,2792.86,c2211,2819.0,c2301,2848.0,2211,2301,26.13999999999988,55.13999999999987,0.0093595812178197,0.0197432023087444
20220920,C,2794.29,c2211,2809.0,c2301,2834.0,2211,2301,14.710000000000036,39.71000000000004,0.0052643068543352,0.0142111233980724
20220921,C,2794.29,c2211,2817.0,c2301,2849.0,2211,2301,22.71000000000004,54.71000000000004,0.0081272881483309,0.0195792133243148
20220922,C,2797.14,c2211,2812.0,c2301,2846.0,2211,2301,14.860000000000127,48.86000000000013,0.00531256926718,0.0174678421530563
20220923,C,2797.14,c2211,2798.0,c2301,2828.0,2211,2301,0.8600000000001273,30.860000000000127,0.0003074569024075,0.0110326976840631
20220926,C,2798.57,c2211,2757.0,c2301,2782.0,2211,2301,-41.57000000000016,-16.570000000000164,-0.0148540147289508,-0.0059208810213788
20220927,C,2798.57,c2211,2756.0,c2301,2777.0,2211,2301,-42.57000000000016,-21.570000000000164,-0.0152113400772537,-0.0077075077628931
20220928,C,2798.57,c2211,2739.0,c2301,2755.0,2211,2301,-59.57000000000016,-43.57000000000016,-0.0212858709984028,-0.0155686654255566
